# Generated read-only from git ls-files at 39197cf5 on 2026-09-06. Method: System.IO.File.ReadAllLines(path).Count (blank lines included); kind identifies tests/fixtures before extensions; coverage is this audit lane only.
path	kind	subsystem	physicalLOC	coverage
dashboard/server/__fixtures__/registry-a/ledgers/grades/.gitkeep	test-fixture	dashboard-server/__fixtures__	0	inventoried
dashboard/server/__fixtures__/registry-a/orgs/demo/.claude/settings.json	test-fixture	dashboard-server/__fixtures__	10	inventoried
dashboard/server/__fixtures__/registry-a/skills/curated/alpha-skill/SKILL.md	test-fixture	dashboard-server/__fixtures__	8	inventoried
dashboard/server/__fixtures__/registry-a/skills/evolved/beta-skill/SKILL.md	test-fixture	dashboard-server/__fixtures__	8	inventoried
dashboard/server/__fixtures__/repo-a/ledgers/activity/.gitkeep	test-fixture	dashboard-server/__fixtures__	0	inventoried
dashboard/server/__fixtures__/repo-a/ledgers/cost/dispatcher-2026-07-16.tsv	test-fixture	dashboard-server/__fixtures__	4	inventoried
dashboard/server/__fixtures__/repo-a/ledgers/dispatch/dispatcher-2026-07-16.tsv	test-fixture	dashboard-server/__fixtures__	3	inventoried
dashboard/server/__fixtures__/repo-a/ledgers/grades/.gitkeep	test-fixture	dashboard-server/__fixtures__	0	inventoried
dashboard/server/__fixtures__/repo-a/orgs/demo/HEARTBEAT.md	test-fixture	dashboard-server/__fixtures__	8	inventoried
dashboard/server/__fixtures__/repo-a/orgs/demo/STATE.md	test-fixture	dashboard-server/__fixtures__	12	inventoried
dashboard/server/__fixtures__/repo-a/queue/approvals/card-approvals.md	test-fixture	dashboard-server/__fixtures__	27	inventoried
dashboard/server/__fixtures__/repo-a/queue/approvals/card-approved.md	test-fixture	dashboard-server/__fixtures__	27	inventoried
dashboard/server/__fixtures__/repo-a/queue/done/card-done.md	test-fixture	dashboard-server/__fixtures__	27	inventoried
dashboard/server/__fixtures__/repo-a/queue/done/card-rejected.md	test-fixture	dashboard-server/__fixtures__	27	inventoried
dashboard/server/__fixtures__/repo-a/queue/inbox/card-blocked.md	test-fixture	dashboard-server/__fixtures__	27	inventoried
dashboard/server/__fixtures__/repo-a/queue/inbox/card-inbox.md	test-fixture	dashboard-server/__fixtures__	27	inventoried
dashboard/server/__fixtures__/repo-a/queue/working/card-working.md	test-fixture	dashboard-server/__fixtures__	27	inventoried
dashboard/server/agents/API-NOTES.md	asset-config-doc	dashboard-server/agents	12	inventoried
dashboard/server/agents/assignable.ts	production-source	dashboard-server/agents	26	inventoried
dashboard/server/agents/roster.test.ts	test-fixture	dashboard-server/agents	715	inventoried
dashboard/server/agents/roster.ts	production-source	dashboard-server/agents	803	inventoried
dashboard/server/agents/routes.test.ts	test-fixture	dashboard-server/agents	220	inventoried
dashboard/server/agents/routes.ts	production-source	dashboard-server/agents	334	traced
dashboard/server/api/v1/_nodeHarness.ts	production-source	dashboard-server/api	123	inventoried
dashboard/server/api/v1/agents.test.ts	test-fixture	dashboard-server/api	77	inventoried
dashboard/server/api/v1/assetPulls.test.ts	test-fixture	dashboard-server/api	40	inventoried
dashboard/server/api/v1/contracts.test.ts	test-fixture	dashboard-server/api	142	inventoried
dashboard/server/api/v1/contracts.ts	production-source	dashboard-server/api	252	inventoried
dashboard/server/api/v1/cursor.test.ts	test-fixture	dashboard-server/api	49	inventoried
dashboard/server/api/v1/cursor.ts	production-source	dashboard-server/api	99	inventoried
dashboard/server/api/v1/deployments.test.ts	test-fixture	dashboard-server/api	50	inventoried
dashboard/server/api/v1/envelope.test.ts	test-fixture	dashboard-server/api	43	inventoried
dashboard/server/api/v1/envelope.ts	production-source	dashboard-server/api	68	inventoried
dashboard/server/api/v1/health.test.ts	test-fixture	dashboard-server/api	68	inventoried
dashboard/server/api/v1/hosts.test.ts	test-fixture	dashboard-server/api	65	inventoried
dashboard/server/api/v1/humanResponse.test.ts	test-fixture	dashboard-server/api	48	inventoried
dashboard/server/api/v1/idempotency.test.ts	test-fixture	dashboard-server/api	71	inventoried
dashboard/server/api/v1/idempotency.ts	production-source	dashboard-server/api	123	inventoried
dashboard/server/api/v1/inbox.test.ts	test-fixture	dashboard-server/api	37	inventoried
dashboard/server/api/v1/leases.test.ts	test-fixture	dashboard-server/api	85	inventoried
dashboard/server/api/v1/reports.test.ts	test-fixture	dashboard-server/api	69	inventoried
dashboard/server/api/v1/routes.test.ts	test-fixture	dashboard-server/api	425	inventoried
dashboard/server/api/v1/routes.ts	production-source	dashboard-server/api	743	inventoried
dashboard/server/api/v1/runEvents.test.ts	test-fixture	dashboard-server/api	52	inventoried
dashboard/server/api/v1/runLaunch.test.ts	test-fixture	dashboard-server/api	106	inventoried
dashboard/server/api/v1/runs.test.ts	test-fixture	dashboard-server/api	103	inventoried
dashboard/server/api/v1/schedules.test.ts	test-fixture	dashboard-server/api	69	inventoried
dashboard/server/api/v1/workflows.test.ts	test-fixture	dashboard-server/api	59	inventoried
dashboard/server/approvals/assurance.test.ts	test-fixture	dashboard-server/approvals	54	inventoried
dashboard/server/approvals/assurance.ts	production-source	dashboard-server/approvals	48	inventoried
dashboard/server/approvals/cardActions.test.ts	test-fixture	dashboard-server/approvals	14	inventoried
dashboard/server/approvals/cardActions.ts	production-source	dashboard-server/approvals	3	inventoried
dashboard/server/approvals/cardVerifier.test.ts	test-fixture	dashboard-server/approvals	137	inventoried
dashboard/server/approvals/cardVerifier.ts	production-source	dashboard-server/approvals	156	inventoried
dashboard/server/approvals/routes.ts	production-source	dashboard-server/approvals	96	inventoried
dashboard/server/atomicRename.test.ts	test-fixture	dashboard-server/root	166	inventoried
dashboard/server/atomicRename.ts	production-source	dashboard-server/root	62	inventoried
dashboard/server/audit/attribution.test.ts	test-fixture	dashboard-server/audit	74	inventoried
dashboard/server/audit/log.test.ts	test-fixture	dashboard-server/audit	341	inventoried
dashboard/server/audit/log.ts	production-source	dashboard-server/audit	247	inventoried
dashboard/server/auth/browserSessionRef.test.ts	test-fixture	dashboard-server/auth	224	inventoried
dashboard/server/auth/browserSessionRef.ts	production-source	dashboard-server/auth	203	inventoried
dashboard/server/auth/challenge.test.ts	test-fixture	dashboard-server/auth	158	inventoried
dashboard/server/auth/challenge.ts	production-source	dashboard-server/auth	147	inventoried
dashboard/server/auth/credentialStore.test.ts	test-fixture	dashboard-server/auth	47	inventoried
dashboard/server/auth/credentialStore.ts	production-source	dashboard-server/auth	143	inventoried
dashboard/server/auth/hostNodeMap.test.ts	test-fixture	dashboard-server/auth	104	inventoried
dashboard/server/auth/hostNodeMap.ts	production-source	dashboard-server/auth	87	inventoried
dashboard/server/auth/hostNodeMapContracts.test.ts	test-fixture	dashboard-server/auth	44	inventoried
dashboard/server/auth/hostNodeMapContracts.ts	production-source	dashboard-server/auth	94	inventoried
dashboard/server/auth/mode.test.ts	test-fixture	dashboard-server/auth	205	inventoried
dashboard/server/auth/mode.ts	production-source	dashboard-server/auth	260	inventoried
dashboard/server/auth/nodeIdentity.test.ts	test-fixture	dashboard-server/auth	167	inventoried
dashboard/server/auth/nodeIdentity.ts	production-source	dashboard-server/auth	128	inventoried
dashboard/server/auth/operator.ts	production-source	dashboard-server/auth	81	inventoried
dashboard/server/auth/peerUid.test.ts	test-fixture	dashboard-server/auth	147	inventoried
dashboard/server/auth/peerUid.ts	production-source	dashboard-server/auth	227	inventoried
dashboard/server/auth/routes.test.ts	test-fixture	dashboard-server/auth	522	inventoried
dashboard/server/auth/routes.ts	production-source	dashboard-server/auth	333	inventoried
dashboard/server/auth/session.test.ts	test-fixture	dashboard-server/auth	286	inventoried
dashboard/server/auth/session.ts	production-source	dashboard-server/auth	323	inventoried
dashboard/server/auth/tailnetOperator.test.ts	test-fixture	dashboard-server/auth	142	inventoried
dashboard/server/auth/tailnetOperator.ts	production-source	dashboard-server/auth	80	inventoried
dashboard/server/auth/webauthn.test.ts	test-fixture	dashboard-server/auth	97	inventoried
dashboard/server/auth/webauthn.ts	production-source	dashboard-server/auth	204	inventoried
dashboard/server/auth/workOrder.ts	production-source	dashboard-server/auth	67	inventoried
dashboard/server/brain/routes.test.ts	test-fixture	dashboard-server/brain	186	inventoried
dashboard/server/brain/routes.ts	production-source	dashboard-server/brain	100	inventoried
dashboard/server/composer/protector.ts	production-source	dashboard-server/composer	38	inventoried
dashboard/server/composer/publicTimeline.test.ts	test-fixture	dashboard-server/composer	72	inventoried
dashboard/server/composer/publicTimeline.ts	production-source	dashboard-server/composer	84	inventoried
dashboard/server/composer/store.test.ts	test-fixture	dashboard-server/composer	204	inventoried
dashboard/server/composer/store.ts	production-source	dashboard-server/composer	384	inventoried
dashboard/server/control/__fixtures__/dv3/queue-paused-migration-golden.json	test-fixture	dashboard-server/control	9	inventoried
dashboard/server/control/__fixtures__/dv3/run-attention.json	test-fixture	dashboard-server/control	48	inventoried
dashboard/server/control/__fixtures__/dv3/step-dag.json	test-fixture	dashboard-server/control	4	inventoried
dashboard/server/control/__fixtures__/dv3/transcripts/claude-real-sanitized.jsonl	test-fixture	dashboard-server/control	8	inventoried
dashboard/server/control/__fixtures__/dv3/transcripts/codex-real-sanitized.jsonl	test-fixture	dashboard-server/control	5	inventoried
dashboard/server/control/__fixtures__/dv3/v2-quarantine-real-sanitized.json	test-fixture	dashboard-server/control	49	inventoried
dashboard/server/control/__fixtures__/dv3/v2-run-outcomes-real-sanitized.json	test-fixture	dashboard-server/control	34	inventoried
dashboard/server/control/__fixtures__/run-detail.live-vm-2026-09-03.json	test-fixture	dashboard-server/control	271	inventoried
dashboard/server/control/__fixtures__/run-detail.live-vm-2026-09-04-g2.json	test-fixture	dashboard-server/control	1	inventoried
dashboard/server/control/activation.boot.test.ts	test-fixture	dashboard-server/control	202	inventoried
dashboard/server/control/activation.test.ts	test-fixture	dashboard-server/control	823	inventoried
dashboard/server/control/activation.ts	production-source	dashboard-server/control	821	inventoried
dashboard/server/control/adapters.test.ts	test-fixture	dashboard-server/control	1038	inventoried
dashboard/server/control/adapters.ts	production-source	dashboard-server/control	1120	inventoried
dashboard/server/control/admission.test.ts	test-fixture	dashboard-server/control	19	inventoried
dashboard/server/control/admission.ts	production-source	dashboard-server/control	26	inventoried
dashboard/server/control/agentAssignmentResolver.test.ts	test-fixture	dashboard-server/control	51	inventoried
dashboard/server/control/agentAssignmentResolver.ts	production-source	dashboard-server/control	78	inventoried
dashboard/server/control/agentSessionChains.test.ts	test-fixture	dashboard-server/control	114	inventoried
dashboard/server/control/agentSessionChains.ts	production-source	dashboard-server/control	203	inventoried
dashboard/server/control/assetPullState.test.ts	test-fixture	dashboard-server/control	110	inventoried
dashboard/server/control/assetPullState.ts	production-source	dashboard-server/control	125	inventoried
dashboard/server/control/atomicJsonDocument.test.ts	test-fixture	dashboard-server/control	101	inventoried
dashboard/server/control/atomicJsonDocument.ts	production-source	dashboard-server/control	129	inventoried
dashboard/server/control/attemptDurability.ts	production-source	dashboard-server/control	32	inventoried
dashboard/server/control/attemptIo.test.ts	test-fixture	dashboard-server/control	112	inventoried
dashboard/server/control/attemptIo.ts	production-source	dashboard-server/control	256	inventoried
dashboard/server/control/attemptSessionAdapter.test.ts	test-fixture	dashboard-server/control	1624	inventoried
dashboard/server/control/attemptSessionAdapter.ts	production-source	dashboard-server/control	1279	inventoried
dashboard/server/control/attemptVertical.integration.test.ts	test-fixture	dashboard-server/control	827	inventoried
dashboard/server/control/attention.test.ts	test-fixture	dashboard-server/control	64	inventoried
dashboard/server/control/attention.ts	production-source	dashboard-server/control	58	inventoried
dashboard/server/control/authorizedFailedRunReconciliation.test.ts	test-fixture	dashboard-server/control	795	inventoried
dashboard/server/control/authorizedFailedRunReconciliation.ts	production-source	dashboard-server/control	865	inventoried
dashboard/server/control/authorizedIncidentRecovery.ts	production-source	dashboard-server/control	596	inventoried
dashboard/server/control/canonicalResultEmbeddedPython.test.ts	test-fixture	dashboard-server/control	211	inventoried
dashboard/server/control/canonicalResultIntegrator.test.ts	test-fixture	dashboard-server/control	1148	inventoried
dashboard/server/control/canonicalResultIntegrator.ts	production-source	dashboard-server/control	1299	inventoried
dashboard/server/control/childEnv.test.ts	test-fixture	dashboard-server/control	83	inventoried
dashboard/server/control/childEnv.ts	production-source	dashboard-server/control	71	inventoried
dashboard/server/control/claudeLaunchPolicy.ts	production-source	dashboard-server/control	115	inventoried
dashboard/server/control/claudeWorkerAdapter.test.ts	test-fixture	dashboard-server/control	509	inventoried
dashboard/server/control/claudeWorkerAdapter.ts	production-source	dashboard-server/control	572	inventoried
dashboard/server/control/codexExecAdapter.test.ts	test-fixture	dashboard-server/control	415	inventoried
dashboard/server/control/codexExecAdapter.ts	production-source	dashboard-server/control	42	inventoried
dashboard/server/control/codexResultParser.ts	production-source	dashboard-server/control	35	inventoried
dashboard/server/control/compiler.test.ts	test-fixture	dashboard-server/control	301	inventoried
dashboard/server/control/compiler.ts	production-source	dashboard-server/control	194	inventoried
dashboard/server/control/controlHashing.ts	production-source	dashboard-server/control	43	inventoried
dashboard/server/control/controlPlaneLimits.ts	production-source	dashboard-server/control	2	inventoried
dashboard/server/control/deploymentState.ts	production-source	dashboard-server/control	246	inventoried
dashboard/server/control/deploymentTransitions.test.ts	test-fixture	dashboard-server/control	344	inventoried
dashboard/server/control/environment.test.ts	test-fixture	dashboard-server/control	72	inventoried
dashboard/server/control/environment.ts	production-source	dashboard-server/control	126	inventoried
dashboard/server/control/execution.test.ts	test-fixture	dashboard-server/control	3435	inventoried
dashboard/server/control/execution.ts	production-source	dashboard-server/control	2599	inventoried
dashboard/server/control/generated/controlPlaneSchema.test.ts	test-fixture	dashboard-server/control	41	inventoried
dashboard/server/control/generated/controlPlaneSchema.ts	production-source	dashboard-server/control	41	inventoried
dashboard/server/control/humanRequestAsk.test.ts	test-fixture	dashboard-server/control	82	inventoried
dashboard/server/control/humanRequestAsk.ts	production-source	dashboard-server/control	99	inventoried
dashboard/server/control/humanRequestSweep.test.ts	test-fixture	dashboard-server/control	247	inventoried
dashboard/server/control/humanRequestSweep.ts	production-source	dashboard-server/control	148	inventoried
dashboard/server/control/humanResponse.test.ts	test-fixture	dashboard-server/control	381	inventoried
dashboard/server/control/humanResponse.ts	production-source	dashboard-server/control	289	inventoried
dashboard/server/control/iterationOutcome.test.ts	test-fixture	dashboard-server/control	414	inventoried
dashboard/server/control/iterationOutcome.ts	production-source	dashboard-server/control	553	inventoried
dashboard/server/control/launch.test.ts	test-fixture	dashboard-server/control	26	inventoried
dashboard/server/control/launch.ts	production-source	dashboard-server/control	571	inventoried
dashboard/server/control/managedExecution.test.ts	test-fixture	dashboard-server/control	190	inventoried
dashboard/server/control/managedExecution.ts	production-source	dashboard-server/control	127	inventoried
dashboard/server/control/migrationReport.test.ts	test-fixture	dashboard-server/control	109	inventoried
dashboard/server/control/migrationReport.ts	production-source	dashboard-server/control	63	inventoried
dashboard/server/control/migrations.test.ts	test-fixture	dashboard-server/control	342	inventoried
dashboard/server/control/migrations.ts	production-source	dashboard-server/control	1235	inventoried
dashboard/server/control/p2Contracts.test.ts	test-fixture	dashboard-server/control	163	inventoried
dashboard/server/control/p2Contracts.ts	production-source	dashboard-server/control	156	inventoried
dashboard/server/control/p2Decoders.test.ts	test-fixture	dashboard-server/control	50	inventoried
dashboard/server/control/p2Decoders.ts	production-source	dashboard-server/control	204	inventoried
dashboard/server/control/p2MigrationEvidence.test.ts	test-fixture	dashboard-server/control	97	inventoried
dashboard/server/control/p2MigrationEvidence.ts	production-source	dashboard-server/control	102	inventoried
dashboard/server/control/paidAction.integration.test.ts	test-fixture	dashboard-server/control	345	inventoried
dashboard/server/control/paidActionProviders.test.ts	test-fixture	dashboard-server/control	351	inventoried
dashboard/server/control/paidActionProviders.ts	production-source	dashboard-server/control	381	inventoried
dashboard/server/control/paidActionRoute.test.ts	test-fixture	dashboard-server/control	304	inventoried
dashboard/server/control/paidActionRoute.ts	production-source	dashboard-server/control	287	inventoried
dashboard/server/control/paidActionService.test.ts	test-fixture	dashboard-server/control	699	inventoried
dashboard/server/control/paidActionService.ts	production-source	dashboard-server/control	921	inventoried
dashboard/server/control/paidActionWiring.test.ts	test-fixture	dashboard-server/control	105	inventoried
dashboard/server/control/paidActionWiring.ts	production-source	dashboard-server/control	154	inventoried
dashboard/server/control/persistence.test.ts	test-fixture	dashboard-server/control	286	inventoried
dashboard/server/control/persistence.ts	production-source	dashboard-server/control	214	inventoried
dashboard/server/control/placementState.test.ts	test-fixture	dashboard-server/control	145	inventoried
dashboard/server/control/placementState.ts	production-source	dashboard-server/control	168	inventoried
dashboard/server/control/policy.test.ts	test-fixture	dashboard-server/control	195	inventoried
dashboard/server/control/policy.ts	production-source	dashboard-server/control	240	inventoried
dashboard/server/control/proposal.test.ts	test-fixture	dashboard-server/control	607	inventoried
dashboard/server/control/proposal.ts	production-source	dashboard-server/control	1629	inventoried
dashboard/server/control/providerOperationalEvents.test.ts	test-fixture	dashboard-server/control	103	inventoried
dashboard/server/control/providerOperationalEvents.ts	production-source	dashboard-server/control	119	inventoried
dashboard/server/control/publication.test.ts	test-fixture	dashboard-server/control	52	inventoried
dashboard/server/control/publication.ts	production-source	dashboard-server/control	91	inventoried
dashboard/server/control/publicEvents.test.ts	test-fixture	dashboard-server/control	39	inventoried
dashboard/server/control/publicEvents.ts	production-source	dashboard-server/control	97	inventoried
dashboard/server/control/queueBridge.test.ts	test-fixture	dashboard-server/control	2076	inventoried
dashboard/server/control/queueBridge.ts	production-source	dashboard-server/control	1293	inventoried
dashboard/server/control/recordShape.ts	production-source	dashboard-server/control	28	inventoried
dashboard/server/control/repositoryRegistry.test.ts	test-fixture	dashboard-server/control	17	inventoried
dashboard/server/control/repositoryRegistry.ts	production-source	dashboard-server/control	46	inventoried
dashboard/server/control/resourceLimits.test.ts	test-fixture	dashboard-server/control	64	inventoried
dashboard/server/control/resourceLimits.ts	production-source	dashboard-server/control	99	inventoried
dashboard/server/control/routes.test.ts	test-fixture	dashboard-server/control	5612	inventoried
dashboard/server/control/routes.ts	production-source	dashboard-server/control	2608	traced
dashboard/server/control/runDetailWireContract.test.ts	test-fixture	dashboard-server/control	441	traced
dashboard/server/control/runEventService.test.ts	test-fixture	dashboard-server/control	236	inventoried
dashboard/server/control/runEventService.ts	production-source	dashboard-server/control	248	inventoried
dashboard/server/control/runEventStream.test.ts	test-fixture	dashboard-server/control	61	inventoried
dashboard/server/control/runEventStream.ts	production-source	dashboard-server/control	50	inventoried
dashboard/server/control/runIdentity.test.ts	test-fixture	dashboard-server/control	91	inventoried
dashboard/server/control/runIdentity.ts	production-source	dashboard-server/control	124	inventoried
dashboard/server/control/runLifecycle.test.ts	test-fixture	dashboard-server/control	30	inventoried
dashboard/server/control/runLifecycle.ts	production-source	dashboard-server/control	120	inventoried
dashboard/server/control/runOutcomeMigration.test.ts	test-fixture	dashboard-server/control	125	inventoried
dashboard/server/control/runOutcomeMigration.ts	production-source	dashboard-server/control	182	inventoried
dashboard/server/control/runProjection.test.ts	test-fixture	dashboard-server/control	155	inventoried
dashboard/server/control/runProjection.ts	production-source	dashboard-server/control	162	inventoried
dashboard/server/control/runPtyRoutes.ts	production-source	dashboard-server/control	129	inventoried
dashboard/server/control/runTransactions.test.ts	test-fixture	dashboard-server/control	45	inventoried
dashboard/server/control/runTransactions.ts	production-source	dashboard-server/control	47	inventoried
dashboard/server/control/spendGrant.test.ts	test-fixture	dashboard-server/control	186	inventoried
dashboard/server/control/spendGrant.ts	production-source	dashboard-server/control	245	inventoried
dashboard/server/control/spendGrantProvision.test.ts	test-fixture	dashboard-server/control	186	inventoried
dashboard/server/control/spendGrantProvision.ts	production-source	dashboard-server/control	157	inventoried
dashboard/server/control/stateFoundation.integration.test.ts	test-fixture	dashboard-server/control	175	inventoried
dashboard/server/control/store.durability.vm.test.ts	test-fixture	dashboard-server/control	134	inventoried
dashboard/server/control/store.test.ts	test-fixture	dashboard-server/control	5697	inventoried
dashboard/server/control/store.ts	production-source	dashboard-server/control	6258	traced
dashboard/server/control/storeTypes.ts	production-source	dashboard-server/control	929	inventoried
dashboard/server/control/synthetic-acceptance.test.ts	test-fixture	dashboard-server/control	234	inventoried
dashboard/server/control/synthetic-acceptance.ts	production-source	dashboard-server/control	350	inventoried
dashboard/server/control/test-fixtures/authorized-20260801-fyt-proposal.json	asset-config-doc	dashboard-server/control	686	inventoried
dashboard/server/control/test-fixtures/controlStore.ts	production-source	dashboard-server/control	117	inventoried
dashboard/server/control/test-fixtures/writerLeaseChild.ts	production-source	dashboard-server/control	141	inventoried
dashboard/server/control/textArtifactHash.ts	production-source	dashboard-server/control	25	inventoried
dashboard/server/control/toolPolicyWire.test.ts	test-fixture	dashboard-server/control	195	inventoried
dashboard/server/control/types.ts	production-source	dashboard-server/control	711	inventoried
dashboard/server/control/workflowProfiles.ts	production-source	dashboard-server/control	190	inventoried
dashboard/server/control/writerLease.posix.ts	production-source	dashboard-server/control	132	inventoried
dashboard/server/control/writerLease.test.ts	test-fixture	dashboard-server/control	234	inventoried
dashboard/server/control/writerLease.ts	production-source	dashboard-server/control	195	inventoried
dashboard/server/control/writerLease.win32.ts	production-source	dashboard-server/control	120	inventoried
dashboard/server/deploy/assetPullService.test.ts	test-fixture	dashboard-server/deploy	93	inventoried
dashboard/server/deploy/assetPullService.ts	production-source	dashboard-server/deploy	154	inventoried
dashboard/server/deploy/contracts.test.ts	test-fixture	dashboard-server/deploy	166	inventoried
dashboard/server/deploy/contracts.ts	production-source	dashboard-server/deploy	278	inventoried
dashboard/server/deploy/deploymentService.test.ts	test-fixture	dashboard-server/deploy	106	inventoried
dashboard/server/deploy/deploymentService.ts	production-source	dashboard-server/deploy	158	inventoried
dashboard/server/deploy/deployReady.test.ts	test-fixture	dashboard-server/deploy	124	inventoried
dashboard/server/deploy/deployReady.ts	production-source	dashboard-server/deploy	128	inventoried
dashboard/server/deploy/helper/protocol.schema.json	asset-config-doc	dashboard-server/deploy	64	inventoried
dashboard/server/deploy/helper/protocolCheck.test.ts	test-fixture	dashboard-server/deploy	81	inventoried
dashboard/server/deploy/helper/protocolCheck.ts	production-source	dashboard-server/deploy	91	inventoried
dashboard/server/deploy/helperClient.test.ts	test-fixture	dashboard-server/deploy	225	inventoried
dashboard/server/deploy/helperClient.ts	production-source	dashboard-server/deploy	243	inventoried
dashboard/server/deploy/quiescence.test.ts	test-fixture	dashboard-server/deploy	122	inventoried
dashboard/server/deploy/quiescence.ts	production-source	dashboard-server/deploy	103	inventoried
dashboard/server/embeddedPython.test.ts	test-fixture	dashboard-server/root	70	inventoried
dashboard/server/entities/__fixtures__/entity-detail.json	test-fixture	dashboard-server/entities	4	inventoried
dashboard/server/entities/__fixtures__/entity-summary.json	test-fixture	dashboard-server/entities	4	inventoried
dashboard/server/entities/builder.test.ts	test-fixture	dashboard-server/entities	208	inventoried
dashboard/server/entities/builder.ts	production-source	dashboard-server/entities	282	inventoried
dashboard/server/entities/contracts.test.ts	test-fixture	dashboard-server/entities	47	inventoried
dashboard/server/entities/contracts.ts	production-source	dashboard-server/entities	108	inventoried
dashboard/server/entities/outputs.test.ts	test-fixture	dashboard-server/entities	37	inventoried
dashboard/server/entities/outputs.ts	production-source	dashboard-server/entities	53	inventoried
dashboard/server/entities/project.test.ts	test-fixture	dashboard-server/entities	92	inventoried
dashboard/server/entities/project.ts	production-source	dashboard-server/entities	178	inventoried
dashboard/server/health/__fixtures__/health.ts	test-fixture	dashboard-server/health	56	inventoried
dashboard/server/health/deployReader.test.ts	test-fixture	dashboard-server/health	77	inventoried
dashboard/server/health/deployReader.ts	production-source	dashboard-server/health	70	inventoried
dashboard/server/health/fleet.test.ts	test-fixture	dashboard-server/health	29	inventoried
dashboard/server/health/fleet.ts	production-source	dashboard-server/health	96	inventoried
dashboard/server/health/machineReaders.test.ts	test-fixture	dashboard-server/health	205	inventoried
dashboard/server/health/machineReaders.ts	production-source	dashboard-server/health	185	inventoried
dashboard/server/health/probeBudget.test.ts	test-fixture	dashboard-server/health	86	inventoried
dashboard/server/health/probeBudget.ts	production-source	dashboard-server/health	226	inventoried
dashboard/server/health/releaseReader.test.ts	test-fixture	dashboard-server/health	86	inventoried
dashboard/server/health/releaseReader.ts	production-source	dashboard-server/health	54	inventoried
dashboard/server/health/routes.test.ts	test-fixture	dashboard-server/health	202	inventoried
dashboard/server/health/routes.ts	production-source	dashboard-server/health	62	inventoried
dashboard/server/health/scheduleOwnerIntegrity.test.ts	test-fixture	dashboard-server/health	49	inventoried
dashboard/server/health/scheduleOwnerIntegrity.ts	production-source	dashboard-server/health	34	inventoried
dashboard/server/health/service.test.ts	test-fixture	dashboard-server/health	319	inventoried
dashboard/server/health/service.ts	production-source	dashboard-server/health	359	inventoried
dashboard/server/health/usage.test.ts	test-fixture	dashboard-server/health	23	inventoried
dashboard/server/health/usage.ts	production-source	dashboard-server/health	50	inventoried
dashboard/server/home/__fixtures__/home.json	test-fixture	dashboard-server/home	78	inventoried
dashboard/server/home/contracts.test.ts	test-fixture	dashboard-server/home	15	inventoried
dashboard/server/home/contracts.ts	production-source	dashboard-server/home	41	inventoried
dashboard/server/home/project.test.ts	test-fixture	dashboard-server/home	132	inventoried
dashboard/server/home/project.ts	production-source	dashboard-server/home	92	inventoried
dashboard/server/home/routes.test.ts	test-fixture	dashboard-server/home	162	inventoried
dashboard/server/home/routes.ts	production-source	dashboard-server/home	186	inventoried
dashboard/server/http/context.test.ts	test-fixture	dashboard-server/http	54	inventoried
dashboard/server/http/context.ts	production-source	dashboard-server/http	329	inventoried
dashboard/server/http/middleware.test.ts	test-fixture	dashboard-server/http	117	inventoried
dashboard/server/http/middleware.ts	production-source	dashboard-server/http	214	inventoried
dashboard/server/http/serviceReply.ts	production-source	dashboard-server/http	14	inventoried
dashboard/server/http/surface.test.ts	test-fixture	dashboard-server/http	1811	inventoried
dashboard/server/http/surface.ts	production-source	dashboard-server/http	676	traced
dashboard/server/hub/bus.test.ts	test-fixture	dashboard-server/hub	172	inventoried
dashboard/server/hub/bus.ts	production-source	dashboard-server/hub	145	inventoried
dashboard/server/hub/index.test.ts	test-fixture	dashboard-server/hub	84	inventoried
dashboard/server/hub/index.ts	production-source	dashboard-server/hub	81	inventoried
dashboard/server/hub/sse.test.ts	test-fixture	dashboard-server/hub	123	inventoried
dashboard/server/hub/sse.ts	production-source	dashboard-server/hub	35	inventoried
dashboard/server/hub/ws.test.ts	test-fixture	dashboard-server/hub	131	inventoried
dashboard/server/hub/ws.ts	production-source	dashboard-server/hub	42	inventoried
dashboard/server/inbox/actionResolver.test.ts	test-fixture	dashboard-server/inbox	161	inventoried
dashboard/server/inbox/actionResolver.ts	production-source	dashboard-server/inbox	89	inventoried
dashboard/server/inbox/assetPullSubjects.test.ts	test-fixture	dashboard-server/inbox	114	inventoried
dashboard/server/inbox/assetPullSubjects.ts	production-source	dashboard-server/inbox	75	inventoried
dashboard/server/inbox/contracts.test.ts	test-fixture	dashboard-server/inbox	121	inventoried
dashboard/server/inbox/contracts.ts	production-source	dashboard-server/inbox	265	inventoried
dashboard/server/inbox/deploymentContracts.test.ts	test-fixture	dashboard-server/inbox	199	inventoried
dashboard/server/inbox/deploymentContracts.ts	production-source	dashboard-server/inbox	350	inventoried
dashboard/server/inbox/deploymentSubjects.test.ts	test-fixture	dashboard-server/inbox	372	inventoried
dashboard/server/inbox/deploymentSubjects.ts	production-source	dashboard-server/inbox	211	inventoried
dashboard/server/inbox/fixture.ts	production-source	dashboard-server/inbox	76	inventoried
dashboard/server/inbox/project.test.ts	test-fixture	dashboard-server/inbox	282	inventoried
dashboard/server/inbox/project.ts	production-source	dashboard-server/inbox	206	inventoried
dashboard/server/inbox/resolvers.test.ts	test-fixture	dashboard-server/inbox	302	inventoried
dashboard/server/inbox/resolvers.ts	production-source	dashboard-server/inbox	240	inventoried
